DATE,USALORSGPNOSTSAM
2001-11-30,99.1734758977524
2001-12-31,99.1332410075347
2002-01-31,99.1191739702033
2002-02-28,99.1162925673539
2002-03-31,99.1106239664202
2002-04-30,99.0923362354094
2002-05-31,99.0546825662804
2002-06-30,98.9938458097517
2002-07-31,98.9101514183045
2002-08-31,98.8068242142532
2002-09-30,98.6903698996037
2002-10-31,98.572342959858
2002-11-30,98.4663843289589
2002-12-31,98.3854112490016
2003-01-31,98.337978275014
2003-02-28,98.3309378147962
2003-03-31,98.3696498578664
2003-04-30,98.4552480409226
2003-05-31,98.5858064169576
2003-06-30,98.75404330704
2003-07-31,98.9416725366532
2003-08-31,99.126739195886
2003-09-30,99.289513236653
2003-10-31,99.4185366464126
2003-11-30,99.5085734265565
2003-12-31,99.5608885028484
2004-01-31,99.5862362387916
2004-02-29,99.5986750259796
2004-03-31,99.6113164721263
2004-04-30,99.6330390133903
2004-05-31,99.669530052365
2004-06-30,99.7236999819119
2004-07-31,99.7950602187161
2004-08-31,99.8815170128947
2004-09-30,99.9799599876413
2004-10-31,100.085805078954
2004-11-30,100.193368397604
2004-12-31,100.295763650605
2005-01-31,100.384742681541
2005-02-28,100.453026892564
2005-03-31,100.497689321933
2005-04-30,100.525104542028
2005-05-31,100.545247314166
2005-06-30,100.567363951884
2005-07-31,100.596328478632
2005-08-31,100.635065122457
2005-09-30,100.68663537442
2005-10-31,100.755789085395
2005-11-30,100.845189067213
2005-12-31,100.950545331522
2006-01-31,101.054450866934
2006-02-28,101.135631715361
2006-03-31,101.178518686935
2006-04-30,101.184642824932
2006-05-31,101.164752976091
2006-06-30,101.133752516344
2006-07-31,101.10774844043
2006-08-31,101.099935102219
2006-09-30,101.116401262968
2006-10-31,101.15088204607
2006-11-30,101.192686314073
2006-12-31,101.233543920684
2007-01-31,101.274164320084
2007-02-28,101.319662973328
2007-03-31,101.375247410442
2007-04-30,101.441793195578
2007-05-31,101.517408376376
2007-06-30,101.598439657361
2007-07-31,101.680054783469
2007-08-31,101.755994010496
2007-09-30,101.818501841341
2007-10-31,101.858887371858
2007-11-30,101.87042587068
2007-12-31,101.853047487654
2008-01-31,101.820254993112
2008-02-29,101.786285604898
2008-03-31,101.75457801755
2008-04-30,101.706523369403
2008-05-31,101.611619058003
2008-06-30,101.438978255382
2008-07-31,101.172317070535
2008-08-31,100.80722030137
2008-09-30,100.355071629769
2008-10-31,99.8537535944781
2008-11-30,99.3502099891589
2008-12-31,98.8870034428308
2009-01-31,98.4895795921239
2009-02-28,98.1732073361162
2009-03-31,97.9450638825208
2009-04-30,97.8004006980264
2009-05-31,97.73159135158
2009-06-30,97.731001509404
2009-07-31,97.7883251087839
2009-08-31,97.8934873579066
2009-09-30,98.0352830791081
2009-10-31,98.1964464971869
2009-11-30,98.3605483515958
2009-12-31,98.5174087675523
2010-01-31,98.6681904067028
2010-02-28,98.8190960405866
2010-03-31,98.9752866757236
2010-04-30,99.1345757955737
2010-05-31,99.2903455145446
2010-06-30,99.4340696035983
2010-07-31,99.5579197717655
2010-08-31,99.6542575337356
2010-09-30,99.716366477452
2010-10-31,99.7409718766851
2010-11-30,99.7281243477721
2010-12-31,99.6835665664022
2011-01-31,99.6235638554825
2011-02-28,99.5663182017811
2011-03-31,99.5243638500257
2011-04-30,99.4966409495313
2011-05-31,99.4778899394999
2011-06-30,99.4667905745548
2011-07-31,99.4732492822341
2011-08-31,99.5108452251055
2011-09-30,99.5878669766582
2011-10-31,99.6959052291137
2011-11-30,99.8186511256639
2011-12-31,99.938244944347
2012-01-31,100.04040170992
2012-02-29,100.114041930049
2012-03-31,100.151989995725
2012-04-30,100.153522468347
2012-05-31,100.121377752487
2012-06-30,100.061190849828
2012-07-31,99.9831684347055
2012-08-31,99.8994664875601
2012-09-30,99.8227255272036
2012-10-31,99.7649024774105
2012-11-30,99.7349195218101
2012-12-31,99.7348384023783
2013-01-31,99.7538905718326
2013-02-28,99.7779361605055
2013-03-31,99.7973619695958
2013-04-30,99.8144604881462
2013-05-31,99.8365121363297
2013-06-30,99.8689068628542
2013-07-31,99.9077843833724
2013-08-31,99.943726950831
2013-09-30,99.9648430815062
2013-10-31,99.9599349855498
2013-11-30,99.9231650771597
2013-12-31,99.8604317763636
2014-01-31,99.7978285156637
2014-02-28,99.7671251255997
2014-03-31,99.7912839091256
2014-04-30,99.8676604955641
2014-05-31,99.9804515699357
2014-06-30,100.109141862221
2014-07-31,100.234213120278
2014-08-31,100.340412084004
2014-09-30,100.420198363348
2014-10-31,100.478434332711
2014-11-30,100.524554809153
2014-12-31,100.566183525935
2015-01-31,100.603556746543
2015-02-28,100.632389719551
2015-03-31,100.6469821351
2015-04-30,100.643871653359
2015-05-31,100.620823238373
2015-06-30,100.577043483292
2015-07-31,100.514780217215
2015-08-31,100.437935171947
2015-09-30,100.351983201921
2015-10-31,100.264919993069
2015-11-30,100.184458541441
2015-12-31,100.115326130496
2016-01-31,100.056104073506
2016-02-29,100.003344124695
2016-03-31,99.9549311122818
2016-04-30,99.9129491149913
2016-05-31,99.8810039672827
2016-06-30,99.8610896484544
2016-07-31,99.849734947851
2016-08-31,99.8412188783633
2016-09-30,99.830134871595
2016-10-31,99.8137214822746
2016-11-30,99.791289156361
2016-12-31,99.7640138949574
2017-01-31,99.7351480008555
2017-02-28,99.7092552052686
2017-03-31,99.6915574954177
2017-04-30,99.6870692909489
2017-05-31,99.7006791187633
2017-06-30,99.7362796939745
2017-07-31,99.7945925023381
2017-08-31,99.8741211127051
2017-09-30,99.9704470407008
2017-10-31,100.073973298653
2017-11-30,100.173478394692
2017-12-31,100.259138757299
2018-01-31,100.325829918402
2018-02-28,100.371231919028
2018-03-31,100.395283737672
2018-04-30,100.401160060591
2018-05-31,100.392114283476
2018-06-30,100.369653702162
2018-07-31,100.332823479283
2018-08-31,100.280455614647
2018-09-30,100.214473970205
2018-10-31,100.144327950851
2018-11-30,100.082628288639
2018-12-31,100.041173612025
2019-01-31,100.026466012071
2019-02-28,100.042058894936
2019-03-31,100.089015103906
2019-04-30,100.164220018446
2019-05-31,100.262389947047
2019-06-30,100.376070215759
2019-07-31,100.494004461369
2019-08-31,100.604765867302
2019-09-30,100.700119020952
2019-10-31,100.778928111995
2019-11-30,100.842331224529
2019-12-31,100.890122849306
2020-01-31,100.918281210964
2020-02-29,100.919408324679
2020-03-31,95.5789480172257
2020-04-30,93.2374506296769
2020-05-31,92.0304390078793
2020-06-30,93.9228317458608
2020-07-31,95.7959217131197
2020-08-31,97.6465035895576
2020-09-30,97.7924409670981
2020-10-31,97.938885815769
2020-11-30,98.096777525188
2020-12-31,98.3777574206653
2021-01-31,98.6775108029146
2021-02-28,98.9655321375137
2021-03-31,99.1828506643917
2021-04-30,99.3645789259682
2021-05-31,99.5166785755103
2021-06-30,99.6948535469721
2021-07-31,99.8866735708975
2021-08-31,100.08125036833
2021-09-30,100.261999488508
2021-10-31,100.399146579717
2021-11-30,100.46148021764
2021-12-31,100.431306074071
2022-01-31,100.324585692343
2022-02-28,100.17276513531
2022-03-31,100.01000865339
2022-04-30,99.8638465603311
2022-05-31,99.7541570129462
2022-06-30,99.6910497801351
2022-07-31,99.6701495342016
2022-08-31,99.6807785827742
2022-09-30,99.7110215888821
2022-10-31,99.7505019706741
2022-11-30,99.7913603738532
2022-12-31,99.82856209408
2023-01-31,99.8600890955317
2023-02-28,99.8858412391326
2023-03-31,99.9069227480277
2023-04-30,99.925321856408
2023-05-31,99.9430441968347
